/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/center_2021_10_17_22_59_37_369.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/left_2021_10_17_22_59_37_369.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/right_2021_10_17_22_59_37_369.jpg,0,0,0,0.0001374236
/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/center_2021_10_17_22_59_37_446.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/left_2021_10_17_22_59_37_446.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/right_2021_10_17_22_59_37_446.jpg,0,0,0,0.0001649021
/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/center_2021_10_17_22_59_37_517.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/left_2021_10_17_22_59_37_517.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/right_2021_10_17_22_59_37_517.jpg,0,0,0,0.0002292745
/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/center_2021_10_17_22_59_37_588.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/left_2021_10_17_22_59_37_588.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/right_2021_10_17_22_59_37_588.jpg,0,0,0,3.260434E-05
/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/center_2021_10_17_22_59_37_665.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/left_2021_10_17_22_59_37_665.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/right_2021_10_17_22_59_37_665.jpg,0,0,0,3.14206E-05
/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/center_2021_10_17_22_59_37_742.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/left_2021_10_17_22_59_37_742.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/right_2021_10_17_22_59_37_742.jpg,0,0,0,5.869816E-05
/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/center_2021_10_17_22_59_37_818.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/left_2021_10_17_22_59_37_818.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/right_2021_10_17_22_59_37_818.jpg,0,0,0,3.764112E-06
/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/center_2021_10_17_22_59_37_894.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/left_2021_10_17_22_59_37_894.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/right_2021_10_17_22_59_37_894.jpg,0,0,0,8.882312E-05
/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/center_2021_10_17_22_59_37_969.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/left_2021_10_17_22_59_37_969.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/right_2021_10_17_22_59_37_969.jpg,0,0,0,2.56574E-05
/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/center_2021_10_17_22_59_38_065.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/left_2021_10_17_22_59_38_065.jpg,/home/krishna/Desktop/Autonomous-Driving/Udacity-Similator/Driving-Records/IMG/right_2021_10_17_22_59_38_065.jpg,0,0,0,0.0001276429
